0.01500082015991211 	 0 	 8 	 0 	0	 42 	0	
0.0019884109497070312 	 0 	 2 	 0 	0	 0 	0	
0.01599907875061035 	 0 	 8 	 0 	0	 38 	0	
0.0019910335540771484 	 0 	 2 	 0 	0	 0 	0	
0.015082597732543945 	 0 	 8 	 0 	0	 43 	0	
0.016078710556030273 	 0 	 9 	 0 	0	 45 	0	
0.01806187629699707 	 0 	 9 	 0 	0	 55 	0	
0.01807880401611328 	 0 	 10 	 0 	0	 47 	0	
0.014609575271606445 	 0 	 8 	 0 	0	 33 	0	
0.013056278228759766 	 0 	 8 	 0 	0	 19 	0	
0.013000249862670898 	 0 	 9 	 0 	0	 18 	0	
0.01307058334350586 	 0 	 8 	 0 	0	 25 	0	
0.003736734390258789 	 10 	 2 	 0 	0	 0 	0	
0.05506110191345215 	 10 	 33 	 55 	0	 11 	0	
0.02502727508544922 	 20 	 14 	 62 	0	 1 	0	
0.2490711212158203 	 20 	 157 	 19 	0	 624 	0	
0.013077020645141602 	 30 	 11 	 10 	0	 0 	0	
0.04908490180969238 	 30 	 37 	 22 	0	 71 	0	
0.4220700263977051 	 30 	 262 	 38 	0	 452 	0	
0.18194103240966797 	 20 	 143 	 28 	0	 466 	0	
0.15769004821777344 	 30 	 116 	 56 	0	 429 	0	
0.16957545280456543 	 30 	 121 	 34 	0	 472 	0	
0.18903875350952148 	 30 	 132 	 48 	0	 512 	0	
0.20207953453063965 	 30 	 151 	 53 	0	 492 	0	
0.12265443801879883 	 30 	 107 	 16 	0	 307 	0	
0.25702524185180664 	 30 	 218 	 15 	0	 537 	0	
0.1660597324371338 	 30 	 138 	 1 	0	 367 	0	
0.011007070541381836 	 30 	 6 	 14 	0	 0 	0	
0.1920790672302246 	 30 	 193 	 13 	0	 395 	0	
0.15074419975280762 	 50 	 153 	 1 	0	 320 	0	
0.03363037109375 	 50 	 31 	 31 	0	 58 	0	
0.2800445556640625 	 50 	 287 	 34 	0	 894 	0	
0.12700700759887695 	 50 	 135 	 59 	0	 279 	0	
2.275059700012207 	 50 	 1595 	 543 	0	 2404 	0	
6.256072759628296 	 50 	 3696 	 4918 	0	 2628 	0	
3.842017412185669 	 60 	 2395 	 218 	0	 3361 	0	
2.453007459640503 	 50 	 1560 	 201 	0	 2333 	0	
3.417011022567749 	 50 	 2131 	 616 	0	 3799 	0	
1.6526451110839844 	 50 	 1505 	 236 	0	 5334 	0	
0.6080427169799805 	 60 	 547 	 35 	0	 2204 	0	
0.054007530212402344 	 60 	 33 	 61 	0	 27 	0	
0.6940667629241943 	 700 	 938 	 27 	0	 1793 	0	
0.10906171798706055 	 700 	 76 	 18 	0	 88 	0	
0.0009999275207519531 	 700 	 1 	 0 	0	 0 	0	
